Timestamp,Total Power (W),CPU Power (W),GPU Power (W),CPU Usage (%),Process Power (W)
1779777491,16.25,16.25,0.00,43.57,0.00
1779777492,17.11,17.11,0.00,45.69,0.00
1779777493,14.67,14.67,0.00,55.56,0.00
1779777494,15.62,15.62,0.00,54.06,0.05
1779777495,16.31,16.31,0.00,61.04,0.00
1779777496,14.61,14.61,0.00,55.04,0.00
1779777497,13.56,13.56,0.00,51.21,0.00
1779777498,13.64,13.64,0.00,54.82,0.00
1779777499,14.43,14.43,0.00,58.14,0.02
1779777500,12.50,12.50,0.00,45.97,0.02
1779777501,9.86,9.86,0.00,47.39,0.03
1779777502,10.06,10.06,0.00,46.93,0.20
1779777503,9.02,9.02,0.00,39.75,0.11
1779777504,7.89,7.89,0.00,31.38,0.17
1779777505,8.35,8.35,0.00,37.37,0.14
1779777506,9.66,9.66,0.00,36.32,0.14
1779777507,10.97,10.97,0.00,35.29,0.17
1779777508,10.22,10.22,0.00,45.99,0.16
1779777509,11.85,11.85,0.00,37.84,0.17
1779777510,9.71,9.71,0.00,25.18,0.21
1779777511,10.23,10.23,0.00,19.94,0.20
1779777512,10.63,10.63,0.00,37.56,0.13
1779777513,10.77,10.77,0.00,38.97,0.19
1779777514,10.70,10.70,0.00,30.65,0.16
1779777515,10.42,10.42,0.00,25.25,0.29
1779777516,9.54,9.54,0.00,30.93,0.20
1779777517,9.51,9.51,0.00,40.92,0.09
1779777518,10.09,10.09,0.00,25.88,0.24
1779777519,9.61,9.61,0.00,22.87,0.10
1779777520,11.17,11.17,0.00,27.34,0.16
1779777521,8.80,8.80,0.00,28.37,0.12
1779777522,10.50,10.50,0.00,29.34,0.14
1779777523,8.54,8.54,0.00,18.51,0.33
1779777524,8.46,8.46,0.00,16.41,0.08
1779777525,9.26,9.26,0.00,27.74,0.20
1779777526,9.18,9.18,0.00,29.92,0.37
1779777527,9.58,9.58,0.00,17.84,0.29
1779777528,8.61,8.61,0.00,16.55,0.16
1779777529,10.14,10.14,0.00,28.69,0.28
1779777530,10.59,10.59,0.00,27.22,0.93
1779777531,9.32,9.32,0.00,19.12,0.27
1779777532,8.77,8.77,0.00,19.21,0.18
1779777533,10.29,10.29,0.00,32.92,0.19
1779777534,8.78,8.78,0.00,30.31,0.18
1779777535,9.69,9.69,0.00,25.94,0.26
1779777536,9.96,9.96,0.00,25.79,0.27
1779777537,9.14,9.14,0.00,29.22,0.10
1779777538,9.22,9.22,0.00,34.58,0.17
1779777539,9.82,9.82,0.00,19.52,0.31
1779777540,8.91,8.91,0.00,18.07,0.31
1779777541,10.05,10.05,0.00,25.96,0.25
1779777542,9.83,9.83,0.00,28.22,0.31
1779777543,9.24,9.24,0.00,19.36,0.11
1779777544,8.26,8.26,0.00,17.26,0.23
1779777545,8.67,8.67,0.00,27.09,0.13
1779777546,9.48,9.48,0.00,31.87,0.18
1779777547,8.74,8.74,0.00,19.02,0.21
1779777548,8.07,8.07,0.00,18.80,0.13
1779777549,8.01,8.01,0.00,31.96,0.14
1779777550,10.03,10.03,0.00,32.12,0.12
1779777551,7.98,7.98,0.00,18.23,0.21
1779777552,8.95,8.95,0.00,18.92,0.19
1779777553,8.87,8.87,0.00,27.23,0.10
1779777554,9.29,9.29,0.00,29.68,0.22
1779777555,8.42,8.42,0.00,19.29,0.34
1779777556,8.68,8.68,0.00,18.93,0.28
1779777557,9.00,9.00,0.00,29.29,0.22
1779777558,9.08,9.08,0.00,32.48,0.17
1779777559,8.86,8.86,0.00,20.23,0.31
1779777560,9.18,9.18,0.00,25.39,0.22
1779777561,9.91,9.91,0.00,29.23,0.34
1779777562,9.16,9.16,0.00,31.37,0.18
1779777563,9.01,9.01,0.00,24.92,0.17
1779777564,9.43,9.43,0.00,21.44,0.57
1779777565,9.09,9.09,0.00,27.54,0.08
1779777566,9.64,9.64,0.00,33.41,0.14
1779777567,8.83,8.83,0.00,24.36,0.06
1779777568,11.49,11.49,0.00,28.03,0.07
