1758131978,0.0000
1758132235,0.0000
1758132232,0.0000
1758132041,0.0000
1758131918,0.0000
1758132175,0.0920
1758131916,0.0000
1758132237,0.0000
1758132162,0.0000
1758132227,0.0000
1758132230,0.0000
1758132058,0.2095
1758131995,0.2279
1758131929,0.5148
1758131922,0.0000
1758131923,0.0000
1758131920,0.0000
1758131927,0.0000
1758131925,0.0000
1758132117,0.0675
1758132009,0.2360
1758132078,0.0000
1758132206,0.0000
1758132192,0.1476
1758131940,0.2938
1758132068,0.1410
1758132132,0.0816
1758132026,0.0000
1758131955,0.0000
1758132147,0.0000
1758132086,0.0000
